X,Y,apn,OBJECTID,licenseNumber,licenseType,licenseStatus,liquorType,issueDate,expirationYear,expirationDate,licenseName,address,endorsements,ward,neighborhood,lat,long,xWebMercator,yWebMercator,lastUpdateDate
-93.2163917850675,44.9234946141968,0702823420037,65,LIC66209,BLWine,Pending,On Sale,2020/04/06 08:57:12+00,2021,2021/04/01 00:00:00+00,PARKWAY PIZZA,4359 MINNEHAHA AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",12,Hiawatha,44.92349,-93.21639,-10376801.2671,5609485.3094,2021/01/18 18:15:25+00
-93.31381774096,44.9247029102969,0802824420003,66,LIC65301,BLWine,Pending,On Sale,2020/04/14 15:54:06+00,2021,2021/04/01 00:00:00+00,HARRIET BRASSERIE,2724 43RD ST W," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Linden Hills,44.9247,-93.31382,-10387646.6749,5609675.2794,2021/01/18 18:15:25+00
-93.3153356943641,44.9248535508613,0802824420033,67,LIC65810,BLWine,Pending,On Sale,2020/04/14 15:54:31+00,2021,2021/04/01 00:00:00+00,NAVIYA'S THAI BRASSERIE,2812 43RD ST W," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Linden Hills,44.92485,-93.31534,-10387815.6527,5609698.9636,2021/01/18 18:15:25+00
-93.3149779717433,45.013446173742,0802924130191,68,LIC66016,BLWine,Pending,On Sale,2020/04/21 10:05:59+00,2021,2021/04/01 00:00:00+00,Tooties on Lowry,2706 LOWRY AVE N," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",4,Cleveland,45.01345,-93.31498,-10387775.8312,5623638.5595,2021/01/18 18:15:25+00
-93.2974934621922,44.928236464783,0902824130001,69,LIC65878,BLWine,Pending,On Sale,2020/04/14 15:54:01+00,2021,2021/04/01 00:00:00+00,BREAD & PICKLE,4135 WEST LAKE HARRIET PKWY," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",10,East Harriet,44.92824,-93.29749,-10385829.4645,5610230.8527,2021/01/18 18:15:25+00
-93.2775360891915,44.9251964388655,1002824420142,70,LIC66120,BLWine,Pending,On Sale,2020/04/14 15:53:47+00,2021,2021/04/01 00:00:00+00,REVIVAL MPLS,4257 NICOLLET AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",8,King Field,44.9252,-93.27754,-10383607.8199,5609752.8738,2021/01/18 18:15:25+00
-93.2775315832421,44.9265952327022,1002824420178,71,LIC65386,BLWine,Pending,On Sale,2020/04/06 08:57:02+00,2021,2021/04/01 00:00:00+00,CURRAN'S RESTAURANT,4201 NICOLLET AVE," Wine, On Sale, Class D Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",8,King Field,44.9266,-93.27753,-10383607.3183,5609972.801,2021/01/18 18:15:25+00
-93.2775437832619,44.9227418940035,1002824430024,72,LIC65405,BLWine,Pending,On Sale,2020/04/14 15:54:02+00,2021,2021/04/01 00:00:00+00,DRIFTWOOD,4415 NICOLLET AVE," Wine, On Sale, Class C1 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",8,King Field,44.92274,-93.27754,-10383608.6764,5609366.9677,2021/01/18 18:15:25+00
-93.2477567955891,45.0128984488817,1102924410003,73,LIC65531,BLWine,Pending,On Sale,2020/03/23 08:59:56+00,2021,2021/04/01 00:00:00+00,"SEN YAI SEN LEK, DIPPED & DEBRIS",2422 CENTRAL AVE NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",1,Holland,45.0129,-93.24776,-10380292.8041,5623552.3116,2021/01/18 18:15:25+00
-93.2478772219395,45.0126665378085,1102924410006,74,LIC65240,BLWine,Pending,On Sale,2019/04/02 07:40:25+00,2020,2020/04/01 00:00:00+00,El Taco Riendo,2412 CENTRAL AVE NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",1,Holland,45.01267,-93.24788,-10380306.2099,5623515.7938,2020/03/11 18:15:17+00
-93.2324943578265,44.926681874203,1202824420073,75,LIC65777,BLWine,Pending,On Sale,2020/04/06 08:56:59+00,2021,2021/04/01 00:00:00+00,BUSTERS ON 28TH,4204 28TH AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",12,Standish,44.92668,-93.23249,-10378593.7973,5609986.4235,2021/01/18 18:15:25+00
-93.2367447572546,45.0202518642748,1202924120225,76,LIC65190,BLWine,Pending,On Sale,2020/03/23 08:59:04+00,2021,2021/04/01 00:00:00+00,HAZEL'S NORTHEAST,2859 JOHNSON ST NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",1,Audubon Park,45.02025,-93.23674,-10379066.9496,5624710.2914,2021/01/18 18:15:25+00
-93.2367447572546,45.0202518642748,1202924120225,77,LIC65186,BLWine,Pending,On Sale,2020/04/06 08:57:11+00,2021,2021/04/01 00:00:00+00,PARKWAY PIZZA,2851 JOHNSON ST NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",1,Audubon Park,45.02025,-93.23674,-10379066.9496,5624710.2914,2021/01/18 18:15:25+00
-93.2468154743591,45.0202392376908,1202924220087,78,LIC65922,BLWine,Pending,On Sale,2020/03/23 08:59:25+00,2021,2021/04/01 00:00:00+00,Chimborazo Restaurant,2851 CENTRAL AVE NE," Wine, On Sale, Class C2 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",1,Audubon Park,45.02024,-93.24682,-10380188.0167,5624708.3029,2021/01/18 18:15:25+00
-93.2469026351962,44.9175631477082,1302824220037,79,LIC65745,BLWine,Pending,On Sale,2020/04/14 15:53:31+00,2021,2021/04/01 00:00:00+00,CARBONES PIZZA ON THE PARKWAY,4705 CEDAR AVE S," Wine, On Sale, Class C1 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",12,Ericsson,44.91756,-93.2469,-10380197.7194,5608552.8139,2021/01/18 18:15:25+00
-93.24531526897,44.9135478897737,1302824230001,80,LIC66180,BLWine,Pending,On Sale,2020/04/14 15:53:48+00,2021,2021/04/01 00:00:00+00,SANDCASTLE,4955 WEST LAKE NOKOMIS PKWY," Wine, On Sale, Class D Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",11,Keewaydin,44.91355,-93.24532,-10380021.0146,5607921.6233,2021/01/18 18:15:25+00
-93.2630290366665,44.9164048807472,1402824220224,81,LIC65627,BLWine,Pending,On Sale,2020/04/14 15:53:46+00,2021,2021/04/01 00:00:00+00,RESTAURANT LEVAIN-PIZZA BIGA,4762 CHICAGO AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",8,Field,44.9164,-93.26303,-10381992.9022,5608370.7321,2021/01/18 18:15:25+00
-93.2630292846015,44.9157594656857,1402824230058,82,LIC65804,BLWine,Pending,On Sale,2020/04/14 15:53:56+00,2021,2021/04/01 00:00:00+00,TOWN HALL TAP,4810 CHICAGO AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",8,Field,44.91576,-93.26303,-10381992.9298,5608269.2732,2021/01/18 18:15:25+00
-93.2643614682015,45.0005799867641,1402924230091,83,LIC65550,BLWine,Pending,On Sale,2020/04/14 15:54:47+00,2021,2021/04/01 00:00:00+00,THE ANCHOR FISH & CHIPS,302 13TH AVE NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,Sheridan,45.00058,-93.26436,-10382141.2278,5621612.7937,2021/01/18 18:15:25+00
-93.2783511477168,44.9194537740996,1502824210001,84,LIC65833,BLWine,Pending,On Sale,2020/03/23 08:59:17+00,2021,2021/04/01 00:00:00+00,Sun Street Breads,4600 NICOLLET AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",11,Tangletown,44.91945,-93.27835,-10383698.5518,5608850.0319,2021/01/18 18:15:25+00
-93.2876087906745,44.906155031824,1502824330001,85,LIC66022,BLWine,Pending,On Sale,2020/03/23 08:59:55+00,2021,2021/04/01 00:00:00+00,PRIMA PASTA SALADS PANINI,5325 LYNDALE AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",11,Tangletown,44.90616,-93.28761,-10384729.1079,5606759.596,2021/01/18 18:15:25+00
-93.2678606353036,44.998555214168,1502924410019,86,LIC65958,BLWine,Pending,On Sale,2020/04/06 08:57:04+00,2021,2021/04/01 00:00:00+00,ELEMENT PIZZA,96 BROADWAY ST NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,St. Anthony West,44.99856,-93.26786,-10382530.7533,5621294.0371,2021/01/18 18:15:25+00
-93.2904460054134,44.9121397139949,1602824410065,87,LIC65195,BLWine,Pending,On Sale,2020/03/23 08:59:02+00,2021,2021/04/01 00:00:00+00,GEORGE AND THE DRAGON,813 50TH ST W," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Lynnhurst,44.91214,-93.29045,-10385044.9452,5607700.2713,2021/01/18 18:15:25+00
-93.2900610467714,44.9121312948127,1602824410177,88,LIC65841,BLWine,Pending,On Sale,2020/04/06 08:57:52+00,2021,2021/04/01 00:00:00+00,THE MALT SHOP,809 50TH ST W," Wine, On Sale, Class D Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",13,Lynnhurst,44.91213,-93.29006,-10385002.0918,5607698.9479,2021/01/18 18:15:25+00
-93.3090739849812,44.9126093457751,1702824140164,89,LIC65266,BLWine,Pending,On Sale,2020/04/06 08:57:30+00,2021,2021/04/01 00:00:00+00,BRODERS CUCINA ITALIANA,2308 50TH ST W," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Fulton,44.91261,-93.30907,-10387118.6024,5607774.0924,2021/01/18 18:15:25+00
-93.3274010118609,44.9121827348891,1702824320053,90,LIC66132,BLWine,Pending,On Sale,2020/04/06 08:57:14+00,2021,2021/04/01 00:00:00+00,SOTAROL,5005 EWING AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Fulton,44.91218,-93.3274,-10389158.7577,5607707.0337,2021/01/18 18:15:25+00
-93.3286572213441,44.9109751762075,1702824320120,91,LIC66139,BLWine,Pending,On Sale,2020/04/06 08:56:57+00,2021,2021/04/01 00:00:00+00,Arezzo Ristorante,5057 FRANCE AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Fulton,44.91098,-93.32866,-10389298.5983,5607517.221,2021/01/18 18:15:25+00
-93.3090281322742,44.9120853360067,1702824410001,92,LIC65930,BLWine,Pending,On Sale,2020/04/06 08:57:30+00,2021,2021/04/01 00:00:00+00,BRODERS' PASTA BAR,5000 PENN AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Fulton,44.91209,-93.30903,-10387113.4981,5607691.7237,2021/01/18 18:15:25+00
-93.2095512866554,44.9155716621539,1802823110004,93,LIC65559,BLWine,Pending,On Sale,2020/04/14 15:54:36+00,2021,2021/04/01 00:00:00+00,SEA SALT EATERY,4801 MINNEHAHA AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",12,Hiawatha,44.91557,-93.20955,-10376039.7863,5608239.7508,2021/01/18 18:15:25+00
-93.2224016607436,44.9122725707388,1802823310195,94,LIC65765,BLWine,Pending,On Sale,2020/04/14 15:53:49+00,2021,2021/04/01 00:00:00+00,SASSY SPOON,5011 34TH AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",12,Minnehaha,44.91227,-93.2224,-10377470.2834,5607721.1549,2021/01/18 18:15:25+00
-93.2235977828158,44.9123146697143,1802823320004,95,LIC65890,BLWine,Pending,On Sale,2020/04/14 15:53:34+00,2021,2021/04/01 00:00:00+00,DOMINGUEZ FAMILY RESTAURANT,3313 50TH ST E," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",12,Keewaydin,44.91231,-93.2236,-10377603.4351,5607727.7724,2021/01/18 18:15:25+00
-93.3090557339096,44.9045686891796,2002824110182,96,LIC65560,BLWine,Pending,On Sale,2020/03/23 08:59:09+00,2021,2021/04/01 00:00:00+00,Kwans,5412 PENN AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Armatage,44.90457,-93.30906,-10387116.5707,5606510.2703,2021/01/18 18:15:25+00
-93.3184605370805,44.9018609179285,2002824120211,97,LIC65849,BLWine,Pending,On Sale,2020/04/14 15:53:32+00,2021,2021/04/01 00:00:00+00,CAVE VIN,5555 XERXES AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Armatage,44.90186,-93.31846,-10388163.5086,5606084.7054,2021/01/18 18:15:25+00
-93.2901913752512,44.8940652072171,2102824440096,98,LIC66090,BLWine,Pending,On Sale,2020/04/14 15:53:43+00,2021,2021/04/01 00:00:00+00,Patrick's French Bakery,6010 LYNDALE AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",11,Windom,44.89407,-93.29019,-10385016.5999,5604859.6101,2021/01/18 18:15:25+00
-93.2777715466107,44.9049477479787,2202824120025,99,LIC65534,BLWine,Pending,On Sale,2020/04/06 08:57:51+00,2021,2021/04/01 00:00:00+00,TANGLETOWNS WISE ACRE EATERY,5401 NICOLLET AVE," Wine, On Sale, Class D Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",11,Tangletown,44.90495,-93.27777,-10383634.0309,5606569.8464,2021/01/18 18:15:25+00
-93.2738142521884,44.9792026183029,2202924430024,100,LIC65143,BLWine,Pending,On Sale,2020/04/14 15:53:37+00,2021,2021/04/01 00:00:00+00,ILLUSION THEATER AND SCHOOL,528 HENNEPIN AVE," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",3,Downtown West,44.9792,-93.27381,-10383193.5069,5618247.9581,2021/01/18 18:15:25+00
-93.2479208387398,44.900787244846,2302824140154,101,LIC65698,BLWine,Pending,On Sale,2020/04/14 15:54:03+00,2021,2021/04/01 00:00:00+00,Fat Lorenzo's,5600 CEDAR AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",11,Diamond Lake,44.90079,-93.24792,-10380311.0653,5605915.9679,2021/01/18 18:15:25+00
-93.2479967005672,44.8977321769223,2302824410003,102,LIC65356,BLWine,Pending,On Sale,2020/03/23 08:59:23+00,2021,2021/04/01 00:00:00+00,5-8 Club,5800 CEDAR AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",11,Diamond Lake,44.89773,-93.248,-10380319.5102,5605435.8534,2021/01/18 18:15:25+00
-93.2513028933766,44.989471153702,2302924110037,103,LIC65821,BLWine,Pending,On Sale,2020/03/23 08:59:38+00,2021,2021/04/01 00:00:00+00,Brasa Rotisserie,600 HENNEPIN AVE E," Wine, On Sale, Class C1 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",3,Marcy Holmes,44.98947,-93.2513,-10380687.5539,5619864.0871,2021/01/18 18:15:25+00
-93.2574126006269,44.9878787400594,2302924120100,104,LIC65755,BLWine,Pending,On Sale,2020/03/23 08:59:48+00,2021,2021/04/01 00:00:00+00,Kramarczuk Sausage Co,215 HENNEPIN AVE E," Wine, On Sale, Class C1 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",3,Nicollet Island - East Bank,44.98788,-93.25741,-10381367.6834,5619613.4437,2021/01/18 18:15:25+00
-93.2549806985577,44.9892921871552,2302924120108,105,LIC65783,BLWine,Pending,On Sale,2020/04/29 09:18:50+00,2021,2021/04/01 00:00:00+00,GORKHA PALACE,23 4TH ST NE," Wine, On Sale, Class C2 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",3,Nicollet Island - East Bank,44.98929,-93.25498,-10381096.9653,5619835.9177,2021/01/18 18:15:25+00
-93.2569917282382,44.9884253210345,2302924120193,106,LIC65977,BLWine,Pending,On Sale,2020/03/23 08:59:12+00,2021,2021/04/01 00:00:00+00,Pinku Japanese Street Food,20 UNIVERSITY AVE NE #D," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,Nicollet Island - East Bank,44.98843,-93.25699,-10381320.8321,5619699.4739,2021/01/18 18:15:25+00
-93.2567562528528,44.9874585677428,2302924130952,107,LIC65393,BLWine,Pending,On Sale,2020/04/14 15:54:34+00,2021,2021/04/01 00:00:00+00,Punch Neapolitan Pizza,208 HENNEPIN AVE E," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,Nicollet Island - East Bank,44.98746,-93.25676,-10381294.6191,5619547.3104,2021/01/18 18:15:25+00
-93.2569095791021,44.9778626207138,2302924430198,108,LIC65749,BLWine,Pending,On Sale,2020/04/06 08:57:07+00,2021,2021/04/01 00:00:00+00,KINDEE,719 2ND ST S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,Downtown East,44.97786,-93.25691,-10381311.6873,5618037.0819,2021/01/18 18:15:25+00
-93.2360169880255,44.9809688402234,2402924420037,109,LIC66170,BLWine,Pending,On Sale,2020/04/14 15:54:48+00,2021,2021/04/01 00:00:00+00,TONY'S DINER,1327 4TH ST SE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,Marcy Holmes,44.98097,-93.23602,-10378985.9347,5618525.917,2021/01/18 18:15:25+00
-93.2346867986854,44.9804388222204,2402924430049,110,LIC65661,BLWine,Pending,On Sale,2020/03/23 08:59:11+00,2021,2021/04/01 00:00:00+00,PAGODA,1417 4TH ST SE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,Marcy Holmes,44.98044,-93.23469,-10378837.8587,5618442.5046,2021/01/18 18:15:25+00
-93.2401687093162,44.9665363397071,2502924310090,111,LIC65993,BLWine,Pending,On Sale,2020/03/23 08:59:24+00,2021,2021/04/01 00:00:00+00,AUGSBURG UNIVERSITY,2211 RIVERSIDE AVE," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",2,Cedar Riverside,44.96654,-93.24017,-10379448.1022,5616254.8553,2021/01/18 18:15:25+00
-93.2542141203117,44.9754226992778,2602924120054,112,LIC65808,BLWine,Pending,On Sale,2020/04/14 15:53:33+00,2021,2021/04/01 00:00:00+00,CONEXION AT OPEN BOOK,1011 WASHINGTON AVE S," Wine, On Sale, Class D Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",3,Downtown East,44.97542,-93.25421,-10381011.6302,5617653.1227,2021/01/18 18:15:25+00
-93.2475985160294,44.9693797803089,2602924410048,113,LIC65578,BLWine,Pending,On Sale,2020/03/23 08:59:40+00,2021,2021/04/01 00:00:00+00,CEDAR CULTURAL CENTRE,416 CEDAR AVE S," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",6,Cedar Riverside,44.96938,-93.2476,-10380275.1845,5616702.2467,2021/01/18 18:15:25+00
-93.28128743675,44.9747826817895,2702924210188,114,LIC65417,BLWine,Pending,On Sale,2020/04/06 08:57:57+00,2021,2021/04/01 00:00:00+00,Davanni's Pizza & Hot Hoagies,1242 HENNEPIN AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",7,Loring Park,44.97478,-93.28129,-10384025.418,5617552.4088,2021/01/18 18:15:25+00
-93.3086456592706,44.9732979150569,2902924140020,115,LIC65149,BLWine,Pending,On Sale,2020/04/06 08:57:34+00,2021,2021/04/01 00:00:00+00,CUPPA JAVA,400 PENN AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",7,Bryn - Mawr,44.9733,-93.30865,-10387070.9214,5617318.7685,2021/01/18 18:15:25+00
-93.226657189552,44.9741791210093,3002923220012,116,LIC65436,BLWine,Pending,On Sale,2020/04/14 15:53:41+00,2021,2021/04/01 00:00:00+00,MY BURGER,213 OAK ST SE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",2,Prospect Park - East River Road,44.97418,-93.22666,-10377944.0067,5617457.4328,2021/01/18 18:15:25+00
-93.2268031352429,44.9734085727963,3002923230004,117,LIC66202,BLWine,Pending,On Sale,2020/04/14 15:54:35+00,2021,2021/04/01 00:00:00+00,Punch Neapolitan Pizza,802 WASHINGTON AVE SE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",2,Prospect Park - East River Road,44.97341,-93.2268,-10377960.2533,5617336.1812,2021/01/18 18:15:25+00
-93.2150276537827,44.9485851939658,3102923430042,118,LIC65473,BLWine,Pending,On Sale,2020/04/14 15:53:34+00,2021,2021/04/01 00:00:00+00,EL NORTENO MARKET & DELI,4000 LAKE ST E," Wine, On Sale, Class D Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",2,Cooper,44.94859,-93.21503,-10376649.4127,5613430.9057,2021/01/18 18:15:25+00
-93.3208342067597,44.9491316440658,3202924340510,119,LIC65666,BLWine,Pending,On Sale,2020/04/14 15:54:35+00,2021,2021/04/01 00:00:00+00,PUNCH NEAPOLITAN PIZZA,3226 LAKE ST W," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",7,Cedar - Isles - Dean,44.94913,-93.32083,-10388427.7443,5613516.8564,2021/01/18 18:15:25+00
-93.296917360024,44.9561276627331,3302924130097,120,LIC65265,BLWine,Pending,On Sale,2020/03/23 08:59:07+00,2021,2021/04/01 00:00:00+00,INDIA PALACE,2546 HENNEPIN AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",7,East Isles,44.95613,-93.29692,-10385765.3331,5614617.3269,2021/01/18 18:15:25+00
-93.2965498376817,44.9552422609864,3302924420156,121,LIC65693,BLWine,Pending,On Sale,2020/04/06 08:57:13+00,2021,2021/04/01 00:00:00+00,PHOENIX THEATER AND TWIG CAFE,2605 HENNEPIN AVE," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",10,Lowry Hill East,44.95524,-93.29655,-10385724.4207,5614478.0462,2021/01/18 18:15:25+00
-93.2774657942239,44.956491128735,3402924130084,122,LIC65816,BLWine,Pending,On Sale,2020/03/23 08:59:47+00,2021,2021/04/01 00:00:00+00,KHUNNAI THAI CUISINE,2523 NICOLLET AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",10,Whittier,44.95649,-93.27747,-10383599.9947,5614674.5036,2021/01/18 18:15:25+00
-93.2783796018534,44.9534539519948,3402924310204,123,LIC66157,BLWine,Pending,On Sale,2020/03/09 08:36:53+00,2021,2021/04/01 00:00:00+00,Ichiddo Ramen,2710 NICOLLET AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",10,Whittier,44.95345,-93.27838,-10383701.7193,5614196.7376,2021/01/18 18:15:25+00
-93.2783253337288,44.9544589139179,3402924310205,124,LIC65914,BLWine,Pending,On Sale,2020/04/06 08:57:18+00,2021,2021/04/01 00:00:00+00,Christo's Greek Restaurant,2632 NICOLLET AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",10,Whittier,44.95446,-93.27833,-10383695.6782,5614354.8213,2021/01/18 18:15:25+00
-93.2876742616891,44.9486618708719,3402924330107,125,LIC65354,BLWine,Pending,On Sale,2020/04/06 08:57:58+00,2021,2021/04/01 00:00:00+00,JUNGLE THEATER,2951 LYNDALE AVE S," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",10,Whittier,44.94866,-93.28767,-10384736.3961,5613442.9661,2021/01/18 18:15:25+00
-93.2774928460904,44.9530879117783,3402924420169,126,LIC65569,BLWine,Pending,On Sale,2020/03/23 08:59:55+00,2021,2021/04/01 00:00:00+00,QUANG RESTAURANT,2719 NICOLLET AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",10,Whittier,44.95309,-93.27749,-10383603.0061,5614139.159,2021/01/18 18:15:25+00
-93.2577656439234,44.9621849839445,3502924210198,127,LIC66192,BLWine,Pending,On Sale,2020/03/23 08:59:10+00,2021,2021/04/01 00:00:00+00,MARIAS CAFE,1113 FRANKLIN AVE E," Wine, On Sale, Class D Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",6,Ventura Village,44.96218,-93.25777,-10381406.984,5615570.2491,2021/01/18 18:15:25+00
